Norman SusDat ID,Substance,CAS No.,Lowest PNEC Freshwater [??g//l],Date
NS00015384,Carbophenothion,CAS_RN: 786-19-6,0.00012,2018/10/3
NS00015497,Brodifacoum,CAS_RN: 56073-10-0,0.04,2023/5/21
NS00015678,Endothal,CAS_RN: 145-73-3,1.3,2018/10/3
NS00015683,Difenacoum,CAS_RN: 56073-07-5,0.06,2023/5/21
NS00015802,"Benzenamine, 4-(methylthio)-",CAS_RN: 104-96-1,1.5,2024/2/5
NS00016757,Fingolimod,CAS_RN: 162359-55-9,2.03,2023/5/25
NS00016868,Lurasidone,,2.6,2023/5/25
NS00019500,Papain,CAS_RN: 9001-73-4,0.011,2018/10/3
NS00019649,4-Methylsulfonyl-2-nitrotoluene,CAS_RN: 1671-49-4,1000,2024/2/5
NS00019702,Carfentrazone-ethyl,CAS_RN: 128639-02-1,0.31,2024/2/5
NS00019754,Clethodim,CAS_RN: 99129-21-2,7.4,2024/4/11
NS00019925,Flocoumafen,CAS_RN: 90035-08-8,0.07,2023/5/21
NS00020046,Difethialone,CAS_RN: 104653-34-1,0.0044,2023/5/21
NS00020075,Copper(2+) bis(1-cyclohexyl-2-oxohydrazin-1-olate),CAS_RN: 312600-89-8,5.6,2023/5/21
NS00020669,"1,4-Dimethylnaphthalene",CAS_RN: 571-58-4,9,2023/5/21
NS00020735,Tralopyril,CAS_RN: 122454-29-9,0.017,2023/5/21
NS00020973,Prohexadione-calcium,CAS_RN: 127277-53-6,10000,2023/5/21
NS00020981,SP600125,CAS_RN: 129-56-6,2.3,2018/10/3
NS00021271,Flumetralin,CAS_RN: 62924-70-3,0.077,2023/5/21
NS00021377,Medetomidine,CAS_RN: 86347-14-0,0.02,2023/5/21
NS00021441,P-Bromodiphenyl ether,CAS_RN: 101-55-3,0.042,2018/10/3
NS00021657,Kepone,CAS_RN: 143-50-0,0.000005,2024/4/11
NS00021846,Topramezone,CAS_RN: 210631-68-8,0.9,2023/5/21
NS00022007,Isobenzan,CAS_RN: 297-78-9,0.002,2018/10/3
NS00022148,Ceftaroline fosamil acetate,CAS_RN: 400827-46-5,0.06,2024/4/11
NS00022823,Benfuracarb,CAS_RN: 82560-54-1,0.655,2023/5/21
NS00024592,Dronedarone,CAS_RN: 141626-36-0,0.4,2024/4/11
NS00026846,Orthosulfamuron,CAS_RN: 213464-77-8,0.0327,2023/5/21
NS00027133,"1,2,3,4,5,6,7,8-Octachloronaphthalene",CAS_RN: 2234-13-1,0.0069,2018/10/3
NS00029099,Isocil,CAS_RN: 314-42-1,0.01,2018/10/3
NS00031938,Eltrombopag,CAS_RN: 496775-61-2,5.2,2023/5/25
NS00033489,Potassium methyl sulfate,CAS_RN: 562-54-9,1000,2024/2/5
NS00035341,"2,3-Dihydro-2-methyl-1H-(1,2,4)triazolo(1,2-a)pyridazine-5,8-dione",CAS_RN: 63156-60-5,36.4,2018/10/3
NS00039402,2-Chloronaphthalene,CAS_RN: 91-58-7,0.27,2024/2/5
NS00040576,Isopyrazam,CAS_RN: 881685-58-1,0.258,2024/2/5
NS00040656,Apremilast,CAS_RN: 608141-41-9,350,2023/5/25
NS00040657,Abiraterone,CAS_RN: 154229-19-3,0.0013,2023/5/25
NS00040659,Ceftobiprole,CAS_RN: 209467-52-7,0.25,2024/4/11
NS00040660,Ceritinib,CAS_RN: 1032900-25-6,0.68,2023/5/25
NS00040663,Edoxaban,CAS_RN: 480449-70-5,232,2023/5/25
NS00040667,Empagliflozin,CAS_RN: 864070-44-0,240,2023/5/25
NS00040670,Fidaxomicin,CAS_RN: 873857-62-6,0.02,2024/4/11
NS00040680,Methyl 2-hydroxy-3-[(4-{methyl[(4-methylpiperazin-1-yl)acetyl]amino}anilino)(phenyl)methylidene]-3H-indole-6-carboxylate,CAS_RN: 6928326-83-4,3.8,2023/5/25
NS00040681,"17-Hydroxy-6-methyl-19-norpregna-4,6-diene-3,20-dione",CAS_RN: 58691-88-6,0.13,2023/5/25
NS00040686,Ezogabine,CAS_RN: 150812-12-7,3.2,2023/5/25
NS00040693,Umeclidinium,CAS_RN: 869185-19-3,12.5,2023/5/25
NS00040694,Vilanterol,CAS_RN: 503068-34-6,37,2023/5/25
NS00040695,Afatinib,CAS_RN: 850140-72-6,3.2,2023/5/25
NS00040697,Cabazitaxel,CAS_RN: 183133-96-2,0.89,2023/5/25
NS00040698,Canagliflozin alpha-Isomer Impurity,CAS_RN: 1589590-87-3,56,2023/5/25
NS00040699,Dabrafenib,CAS_RN: 1195765-45-7,10.5,2023/5/25
NS00040708,Naloxegol,CAS_RN: 854601-70-0,200,2023/5/25
NS00040710,Regorafenib,CAS_RN: 755037-03-7,0.0007,2023/5/25
NS00040712,Cyantraniliprole,CAS_RN: 736994-63-1,0.969,2024/2/5
NS00040713,(5-Chloroquinolin-8-yloxy)acetic acid,CAS_RN: 88349-88-6,30,2024/2/5
NS00040716,Fenpyrazamine,CAS_RN: 473798-59-3,22,2024/4/11
NS00046831,"5-Methyl-4-oxo-3-(penta-2,4-dien-1-YL)cyclopent-2-EN-1-YL 2,2-dimethyl-3-(2-methylprop-1-EN-1-YL)cyclopropane-1-carboxylate",,0.014,2024/2/5
NS00047085,Coumatetralyl,CAS_RN: 5836-29-3,0.1,2023/5/21
NS00052926,Sodium 4(or 5)-methyl-1H-benzotriazolide,CAS_RN: 64665-57-2,20,2024/4/11
NS00054660,Fenbutatin oxide,CAS_RN: 13356-08-6,0.02,2023/5/21
NS00060331,Sethoxydim,CAS_RN: 74051-80-2,0.32,2018/10/3
NS00063488,"Benzenesulfonic acid, C10-13-alkyl derivs., sodium salts",CAS_RN: 68411-30-3,54,2024/2/5
NS00066780,Chloramine-T,CAS_RN: 127-65-1,5.8,2024/2/5
NS00066797,Bifenthrin,CAS_RN: 82657-04-3,9.5,2024/4/11
NS00066798,DDT total,,0.025,2024/4/11
NS00066812,Total PBDEs (WFD PS),,-,-
NS00066814,"(2R,6S)-Fenpropimorph",CAS_RN: 67564-91-4,0.016,2024/4/11
NS00066820,Dichlorprop-P,CAS_RN: 15165-67-0,1,2024/4/11
NS00066821,Dimethenamid-P,CAS_RN: 163515-14-8,0.26,2024/4/11
NS00066823,Halauxifen-methyl [ISO],CAS_RN: 943831-98-9,0.0149,2023/5/21
NS00066824,Haloxyfop,CAS_RN: 69806-34-4,110,2024/4/11
NS00066826,Maneb,CAS_RN: 12427-38-2,0.21,2024/4/11
NS00066828,Penflufen,CAS_RN: 494793-67-8,2.34,2023/5/21
NS00066830,Pyriofenone,CAS_RN: 688046-61-9,8.99,2023/5/21
NS00066832,Sedaxane,CAS_RN: 874967-67-6,16.5,2023/5/21
NS00066921,"Alpha-1,2,3,4,5,6-Hexachlorocyclohexane (a-HCH)",CAS_RN: 319-84-6,-,-
NS00066928,Beta-Hexachlorocyclohexane (b-HCH),CAS_RN: 319-85-7,-,-
NS00066941,Endrin ,CAS_RN: 72-20-8,-,-
NS00066980,Galantamine,,320,2023/5/25
NS00067075,Haloxyfop-P-methyl,CAS_RN: 72619-32-0,0.52,2023/5/21
NS00067081,S-Metolachlor,CAS_RN: 87392-12-9,0.69,2024/4/11
NS00067109,"N-[[[[(1,6-Dihydro-4-methoxy-6-oxo-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]-N-methylmethanesulfonamide",CAS_RN: 935867-69-9,0.75,2024/4/11
NS00067139,N-methyl Bentazone,CAS_RN: 61592-45-8,23,2024/4/11
NS00067235,CGA 302371,,100,2024/2/5
NS00067554,AMBA,,77,2024/2/5
NS00067679,Prosulfocarb sulfoxide,,0.867,2024/2/5
NS00067940,Iodine,CAS_RN: 7553-56-2,0.59,2023/5/21
NS00067941,Potassium permanganate,CAS_RN: 7722-64-7,0.84,2024/2/5
NS00067950,Sodium permanganate,CAS_RN: 10101-50-5,-,-
NS00068016,Penicillin G,CAS_RN: 61-33-6,0.25,2024/4/11
NS00068019,Vortioxetine,CAS_RN: 508233-74-7,0.0091,2023/5/25
NS00068021,Carisbamate,CAS_RN: 194085-75-1,96,2023/5/25
NS00068032,Escitalopram,CAS_RN: 128196-01-0,2.68,2023/5/25
NS00068285,Nalmefene,CAS_RN: 55096-26-9,320,2023/5/25
NS00068395,Levodopa,CAS_RN: 59-92-7,3.2,2023/5/25
NS00068414,Zafirlukast,CAS_RN: 107753-78-6,12.8,2023/5/25
NS00068618,Vorinostat,CAS_RN: 149647-78-9,1.1,2023/5/25
NS00068653,Ospemifene,CAS_RN: 128607-22-7,0.12,2023/5/25
NS00068763,2-Propen-1-one,CAS_RN: 130579-75-8 | 130580-02-8,11.9,2023/5/25
NS00069052,Estradiol,CAS_RN: 4245-41-4,0.0003,2023/5/25
NS00069226,Alvimopan,CAS_RN: 156053-89-3,3.4,2023/5/25
NS00069317,Riociguat,CAS_RN: 625115-55-1,0.3,2023/5/25
NS00069583,Vorapaxar,CAS_RN: 618385-01-6,2.7,2023/5/25
NS00069663,Fropenem,CAS_RN: 106560-14-9,0.02,2024/4/11
NS00069699,Dalcetrapib,CAS_RN: 211513-37-0,0.0074,2023/5/25
NS00070516,Pazopanib,CAS_RN: 444731-52-6,16,2023/5/25
NS00071194,Alogliptin,CAS_RN: 850649-61-5,1000,2023/5/25
NS00071837,Taranabant,CAS_RN: 701977-09-5,2.1,2023/5/25
NS00071851,Telcagepant,CAS_RN: 781649-09-0,350,2023/5/25
NS00072153,Ibrutinib,CAS_RN: 936563-96-1,1.55,2023/5/25
NS00072449,Olaparib,CAS_RN: 763113-22-0,32,2023/5/25
NS00072471,Vismodegib,CAS_RN: 879085-55-9,6.9,2023/5/25
NS00072486,Casopitant,CAS_RN: 414910-27-3,63.9,2023/5/25
NS00073841,"Glycidyl 2,2-dimethyloctanoate",CAS_RN: 52636-92-7,20,2024/4/11
NS00073843,Tolyltriazole,CAS_RN: 29385-43-1,-,-
NS00073846,n-Nonylphenol,CAS_RN: 25154-52-3,0.043,2024/4/11
NS00073847,Bethamethasone,CAS_RN: 378-44-9,5.2,2023/5/25
NS00073848,Emamectin,CAS_RN: 119791-41-2,0.01,2023/5/21
NS00074014,"2,3,3',4,4',5,5'-Heptachlorobiphenyl (PCB 189)",CAS_RN: 39635-31-9,-,-
NS00074107,D-(+)-Gluconolactone,CAS_RN: 90-80-2,-,-
NS00074156,Fumaric Acid,CAS_RN: 110-17-8,-,-
NS00074184,L-Tartaric acid,CAS_RN: 87-69-4,-,-
NS00074191,L-Aspartic Acid,CAS_RN: 56-84-8,-,-
NS00074304,Sodium salicylate,CAS_RN: 54-21-7,-,-
NS00074336,Dibutyltin dilaurate,CAS_RN: 77-58-7,-,-
NS00074338,Pentalead tetraoxide sulphate,CAS_RN: 12065-90-6,-,-
NS00074339,Tetralead trioxide sulphate,CAS_RN: 12202-17-4,-,-
NS00074340,Dioxobis(stearato)trilead,CAS_RN: 12578-12-0,-,-
NS00074342,"Sulfurous acid, lead salt, dibasic",CAS_RN: 62229-08-7,-,-
NS00074348,Calcium oxide,CAS_RN: 1305-78-8,-,-
NS00074349,Potassium iodide,CAS_RN: 7681-11-0,25,2023/5/21
NS00074352,"Bis(pentane-2,4-dionato)calcium",CAS_RN: 19372-44-2,-,-
NS00074360,"2H-Benzimidazole-2-thione, 1,3-dihydro-4(or 5)-methyl-, zinc salt (2:1)",CAS_RN: 61617-00-3,-,-
NS00074371,Tricobalt tetraoxide,CAS_RN: 1308-06-1,-,-
NS00074372,Chromium (III) oxide,CAS_RN: 1308-38-9,-,-
NS00074374,Divanadium pentaoxide,CAS_RN: 1314-62-1,-,-
NS00074375,Zinc sulphide,CAS_RN: 1314-98-3,-,-
NS00074378,Titanium dioxde (rutil),CAS_RN: 1317-80-2,-,-
NS00074381,Lead sulfochromate yellow,CAS_RN: 1344-37-2,-,-
NS00074383,Magnesium sulphate,CAS_RN: 7487-88-9,-,-
NS00074384,Trisodium orthophosphate,CAS_RN: 7601-54-9,-,-
NS00074389,Copper sulphate,CAS_RN: 7758-98-7,-,-
NS00074391,Antimony nickel titantium oxide yellow,CAS_RN: 8007-18-9,-,-
NS00074392,Cadmium zinc sulfide yellow,CAS_RN: 8048-07-5,-,-
NS00074399,Lead chromate molybdate sulfate red,CAS_RN: 12656-85-8,-,-
NS00074401,Ultramarine Violet,CAS_RN: 12769-96-9,-,-
NS00074402,Titanium dioxide,CAS_RN: 13463-67-7,-,-
NS00074403,Aluminium tris(dihydrogen phosphate),CAS_RN: 13530-50-2,-,-
NS00074409,Tin dioxide,CAS_RN: 18282-10-5,-,-
NS00074414,Cadmium sulfoselenide red,CAS_RN: 58339-34-7,-,-
NS00074418,Chrome antimony titanium buff rutile.,CAS_RN: 68186-90-3,-,-
NS00074426,Manganese antimony titanium buff rutile,CAS_RN: 68412-38-4,-,-
NS00074434,"Silicic acid, aluminum sodium salt, sulfurized",CAS_RN: 101357-30-6,-,-
NS00074442,Sodium acetate,CAS_RN: 127-09-3,-,-
NS00074443,Zinc oxide,CAS_RN: 1314-13-2,-,-
NS00074444,Sodium tetraborate (Na2B4O7),CAS_RN: 1330-43-4,-,-
NS00074454,Aluminium sodium dioxide,CAS_RN: 11138-49-1,-,-
NS00074455,Calcium dihydroxide,CAS_RN: 1305-62-0,-,-
NS00074456,Magnesium hydroxide,CAS_RN: 1309-42-8,-,-
NS00074457,Diantimony trioxide,CAS_RN: 1309-64-4,-,-
NS00074459,Ammonium dihydrogenorthophosphate,CAS_RN: 7722-76-1,-,-
NS00074461,Aluminium sodium tetrahydroxide,CAS_RN: 12251-53-5,-,-
NS00074462,Hexaboron dizinc undecaoxide,CAS_RN: 12767-90-7,-,-
NS00074466,"1,3,5-Triazine-2,4,6-triamine phosphate",CAS_RN: 41583-09-9,-,-
NS00074467,Calcium magnesium dihydroxide oxide,CAS_RN: 58398-71-3,-,-
NS00074475,Lithium hydroxide anhydrous,CAS_RN: 1310-65-2,-,-
NS00074476,"Silicic acid, potassium salt",CAS_RN: 1312-76-1,-,-
NS00074477,Orange lead,CAS_RN: 1314-41-6,-,-
NS00074478,"Silicic acid, sodium salt",CAS_RN: 1344-09-8,-,-
NS00074479,Sodium silicate (Na2SiO3),CAS_RN: 6834-92-0,-,-
NS00074522,1-Ethyl-3-methylimidazolium ethylsulfate,,-,-
NS00074529,Zinc bis(dihydrogen phosphate),CAS_RN: 13598-37-3,-,-
NS00075362,Potassium cyanide,CAS_RN: 151-50-8,-,-
NS00075382,Phosphorus,CAS_RN: 7723-14-0,-,-
NS00075402,Xylenes,CAS_RN: 1330-20-7,1,2024/4/11
NS00075432,Hydrogen sulfide,CAS_RN: 7783-06-4,-,-
NS00075546,Fluoride,CAS_RN: 16984-48-8,500,2024/4/11
NS00075585,Tellurium,CAS_RN: 13494-80-9,-,-
NS00075633,Sodium cyanide (Na(CN)),CAS_RN: 143-33-9,-,-
NS00075636,"Thiocyanic acid, sodium salt (1:1)",CAS_RN: 540-72-7,-,-
NS00075641,"Carbonic acid, ammonium salt (1:1)",CAS_RN: 1066-33-7,-,-
NS00075645,Manganese oxide (MnO2),CAS_RN: 1313-13-9,-,-
NS00075646,Disodium sulfide,CAS_RN: 1313-82-2,-,-
NS00075647,Copper oxide (CuO),CAS_RN: 1317-38-0,-,-
NS00075648,Copper oxide (Cu2O),CAS_RN: 1317-39-1,7.8,2024/4/11
NS00075652,Chromium oxide (CrO3),CAS_RN: 1333-82-0,-,-
NS00075662,"Nitric acid, copper(2+) salt (2:1)",CAS_RN: 3251-23-8,-,-
NS00075666,"Acetic acid, 2-chloro-, sodium salt (1:1)",CAS_RN: 3926-62-3,-,-
NS00075672,"1-Decanaminium, N-decyl-N,N-dimethyl-, chloride (1:1)",CAS_RN: 7173-51-5,1.1,2023/5/21
NS00075678,Aluminum chloride,CAS_RN: 7446-70-0,-,-
NS00075679,"2-Propenoic acid, sodium salt (1:1)",CAS_RN: 7446-81-3,-,-
NS00075680,Lithium chloride (LiCl),CAS_RN: 7447-41-8,-,-
NS00075682,Sodium nitrite,CAS_RN: 7632-00-0,-,-
NS00075683,Zinc chloride (ZnCl2),CAS_RN: 7646-85-7,-,-
NS00075684,Sodium bromide (NaBr),CAS_RN: 7647-15-6,-,-
NS00075685,"Hypochlorous acid, sodium salt (1:1)",CAS_RN: 7681-52-9,-,-
NS00075686,Sodium iodide (NaI),CAS_RN: 7681-82-5,-,-
NS00075687,Bromine,CAS_RN: 7726-95-6,-,-
NS00075689,"Chlorous acid, sodium salt (1:1)",CAS_RN: 7758-19-2,-,-
NS00075690,Ferrous chloride,CAS_RN: 7758-94-3,-,-
NS00075692,Nitric acid silver(1+) salt (1:1),CAS_RN: 7761-88-8,-,-
NS00075693,"Chloric acid, sodium salt (1:1)",CAS_RN: 7775-09-9,-,-
NS00075695,Zinc nitrate,CAS_RN: 7779-88-6,-,-
NS00075696,"Phosphoric acid, zinc salt (2:3)",CAS_RN: 7779-90-0,-,-
NS00075699,"Sulfuric acid, manganese(2+) salt (1:1)",CAS_RN: 7785-87-7,-,-
NS00075701,"Chromic acid (H2CrO4), strontium salt (1:1)",CAS_RN: 7789-06-2,-,-
NS00075706,Terpineol,CAS_RN: 8000-41-7,-,-
NS00075709,Creosote,CAS_RN: 8001-58-9,0.1,2024/4/11
NS00075761,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[1,4-dimethyl-1,4-bis(2-methylpropyl)-2-butyne-1,4-diyl]bis[.omega.-hydroxy-",CAS_RN: 9014-85-1,-,-
NS00075763,Nonylphenoxypolyethoxyethanol,CAS_RN: 9016-45-9,0.3,2024/4/11
NS00075776,Potassium zinc chromate hydroxide (KZn2(CrO4)2(OH)),CAS_RN: 11103-86-9,-,-
NS00075780,Lead oxide sulfate (Pb2O(SO4)),CAS_RN: 12036-76-9,-,-
NS00075782,"Copper, [.mu.-[carbonato(2-)-.kappa.O:.kappa.O']]dihydroxydi-",CAS_RN: 12069-69-1,7.8,2023/5/21
NS00075783,Ammonium chloride ((NH4)Cl),CAS_RN: 12125-02-9,-,-
NS00075797,Sodium sulfide (Na(SH)),CAS_RN: 16721-80-5,-,-
NS00075804,Copper hydroxide (Cu(OH)2),CAS_RN: 20427-59-2,1.6,2023/5/21
NS00075817,"Formaldehyde, polymer with benzenamine",CAS_RN: 25214-70-4,-,-
NS00075820,"Benzene, diethyl-",CAS_RN: 25340-17-4,-,-
NS00075832,Polyhexamethylene; biguanide hydrochloride,CAS_RN: 27083-27-8,0.743,2023/5/21
NS00075859,Zinc chromate hydroxide (Zn5(CrO4)(OH)8),CAS_RN: 49663-84-5,-,-
NS00075866,Bio-Perge,CAS_RN: 55965-84-9,0.049,2023/5/21
NS00075870,"Chromate(3-), bis[3-(hydroxy-.kappa.O)-4-[2-[2-(hydroxy-.kappa.O)-1-naphthalenyl]diazenyl-.kappa.N1]-7-nitro-1-naphthalenesulfonato(3-)]-, sodium (1:3)",CAS_RN: 57693-14-8,-,-
NS00075974,"Quaternary ammonium compounds, benzyl-C12-16-alkyldimethyl, chlorides",CAS_RN: 68424-85-1,0.415,2023/5/21
NS00076030,"Polysulfides, di-tert-Bu",CAS_RN: 68937-96-2,-,-
NS00076034,"Poly(oxy-1,2-ethanediyl), .alpha.-tridecyl-.omega.-hydroxy-, branched",CAS_RN: 69011-36-5,-,-
NS00076103,"Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated, sodium salts",CAS_RN: 119345-04-9,-,-
NS00076105,"Phenol, 2(or 4)-C9-10-branched alkyl derivs., phosphorothioates (3:1)",CAS_RN: 126019-82-7,-,-
NS00076140,Arsenic oxide (As2O3),CAS_RN: 1327-53-3,-,-
NS00076161,Magnesium,CAS_RN: 7439-95-4,-,-
NS00076171,Chlorine,CAS_RN: 7782-50-5,-,-
NS00076179,Lithium carbonate,CAS_RN: 554-13-2,-,-
NS00076180,Aluminum phosphide,CAS_RN: 20859-73-8,0.00798,2023/5/21
NS00076201,Hydrogen fluoride,CAS_RN: 7664-39-3,-,-
NS00076230,Zinc sulfate,CAS_RN: 7733-02-0,-,-
NS00076259,Sodium chloride,CAS_RN: 7647-14-5,-,-
NS00076276,Titanium,CAS_RN: 7440-32-6,-,-
NS00076301,Calcium carbide (CaC2),CAS_RN: 75-20-7,46.2,2023/5/21
NS00076315,Bismuth hydroxide nitrate oxide (Bi5(OH)?€?9(NO3)?€?4O),CAS_RN: 1304-85-4,-,-
NS00076322,Potassium chloride,CAS_RN: 7447-40-7,-,-
NS00076330,Lithium,CAS_RN: 7439-93-2,11,2024/4/11
NS00076331,Cesium,CAS_RN: 7440-46-2,-,-
NS00076352,Cadmium chloride,CAS_RN: 10108-64-2,-,-
NS00076426,Sodium bisulfite,CAS_RN: 7631-90-5,-,-
NS00076457,Aluminum potassium sulfate,CAS_RN: 10043-67-1,-,-
NS00076458,Cobalt chloride,CAS_RN: 7646-79-9,-,-
NS00076460,Manganese(II) chloride,CAS_RN: 7773-01-5,-,-
NS00076486,Dibutyltin bis(2-ethylhexanoate),CAS_RN: 2781-10-4,-,-
NS00077013,"2,3',4,4'-Tetrachlorobiphenyl (PCB 66)",CAS_RN: 32598-10-0,-,-
NS00077014,"2,3,4,4'-Tetrachlorobiphenyl (PCB 60)",CAS_RN: 33025-41-1,-,-
NS00077082,"2,2',3,4,5,5'-Hexachlorobiphenyl (PCB 141)",CAS_RN: 52712-04-6,-,-
NS00077104,"2',3,4-Trichlorobiphenyl (PCB 33)",CAS_RN: 38444-86-9,-,-
NS00077107,"2,4,4',5-Tetrachlorobiphenyl  (PCB 74)",CAS_RN: 32690-93-0,-,-
NS00077109,"2,2',4,5'-Tetrachlorobiphenyl (PCB 49)",CAS_RN: 41464-40-8,-,-
NS00077116,"2,3,3',4,4',6-Hexachlorobiphenyl (PCB 158)",CAS_RN: 74472-42-7,-,-
NS00077146,Dibutyltin di(acetate),CAS_RN: 1067-33-0,-,-
NS00077193,Zinc pyrithione,CAS_RN: 13463-41-7,0.0026,2024/4/11
NS00077219,Potassium formate,CAS_RN: 590-29-4,-,-
NS00077221,Trimethylammonium chloride,CAS_RN: 593-81-7,19,2023/5/21
NS00077266,Chlorodimethylsilane,CAS_RN: 1066-35-9,-,-
NS00077268,Diethyl ether--boron trifluoride,CAS_RN: 109-63-7,-,-
NS00077327,Tripropan-2-ylsilyl 2-methylprop-2-enoate,CAS_RN: 134652-60-1,-,-
NS00077436,Heptan-2-yl 2-chloroacetate,CAS_RN: 383412-05-3,0.036,2024/2/5
NS00077532,Tetramethylsilane,CAS_RN: 75-76-3,-,-
NS00077594,Atovaquone,CAS_RN: 95233-18-4,0.00083,2024/4/11
NS00077888,"O,O',O''-(methylsilylidyne)trioxime 2-pentanone",,-,-
NS00077933,Haloxyfop-P,CAS_RN: 95977-29-0,86,2024/2/5
NS00078054,Barium bis(2-ethylhexanoate),CAS_RN: 2457-01-4,-,-
NS00078057,Sodium methanethiolate,CAS_RN: 5188-07-8,-,-
NS00078118,Potassium hydrogen oxalate,CAS_RN: 127-95-7,-,-
NS00078139,Strontiumranelat,CAS_RN: 135459-87-9,950,2023/5/25
NS00078166,Sodium hydroxymethanesulphinate,CAS_RN: 149-44-0,-,-
NS00078199,"Bis(pentane-2,4-dionato-O,O')bis(propan-2-olato)titanium",CAS_RN: 17927-72-9,-,-
NS00078259,"[Nitrilotris(methylene)]trisphosphonic acid, potassium salt",CAS_RN: 27794-93-0,-,-
NS00078306,Dihydrogen bis(acetato-O)difluoroborate(1-),CAS_RN: 373-61-5,-,-
NS00078312,(Methoxymethyl)(triphenyl)phosphanium chloride,CAS_RN: 4009-98-7,2,2024/4/11
NS00078356,Calcium diformate,CAS_RN: 544-17-2,-,-
NS00078390,Manganese oxalate,CAS_RN: 640-67-5,-,-
NS00078476,Potassium methanolate,CAS_RN: 865-33-8,-,-
NS00078650,Calcium sulfide (Ca(S5)),CAS_RN: 1332-68-9,26.7,2023/5/21
NS00078713,Sodium 5-nitroguaiacolate,CAS_RN: 67233-85-6,620,2023/5/21
NS00078715,Sodium orthonitrophenolate,CAS_RN: 824-39-5,480,2023/5/21
NS00078716,Sodium 4-nitrophenolate,CAS_RN: 824-78-2,250,2023/5/21
NS00078752,Gadopentetic acid,CAS_RN: 80529-93-7,1000,2023/5/25
NS00078758,Virginiamycin,CAS_RN: 11006-76-1,2,2024/4/11
NS00078783,Gadoteric acid,CAS_RN: 72573-82-1,1020,2023/5/25
NS00078794,Sulfur fluoride (SF6),CAS_RN: 2551-62-4,-,-
NS00078864,Dibutyltin maleate,CAS_RN: 78-04-6,-,-
NS00078894,Penicillin V,CAS_RN: 87-08-1,0.06,2024/4/11
NS00078917,Diquat dibromide,CAS_RN: 85-00-7,0.059,2023/5/21
NS00079119,Potassium trihydrogen dioxalate,CAS_RN: 127-96-8,-,-
NS00079243,Magnesium di(acetate),CAS_RN: 142-72-3,-,-
NS00079469,Potassium thiocyanate,CAS_RN: 333-20-0,160,2023/5/21
NS00079587,"Cyanic acid, sodium salt",CAS_RN: 917-61-3,1,2024/2/5
NS00079735,Tricalcium dicitrate,CAS_RN: 813-94-5,-,-
NS00079908,Dimethyltin dichloride,CAS_RN: 753-73-1,-,-
NS00079961,Chlormequat chloride,CAS_RN: 999-81-5,10,2024/4/11
NS00079994,Bismuth citrate,CAS_RN: 813-93-4,-,-
NS00080081,"Benzoic acid, 2-fluoro-",CAS_RN: 445-29-4,900,2024/2/5
NS00080168,Silver carbonate,CAS_RN: 534-16-7,-,-
NS00080268,Glycopyrronium bromide,CAS_RN: 596-51-0,75,2023/5/25
NS00080429,"Carbonic acid, cadmium salt (1:1)",CAS_RN: 513-78-0,-,-
NS00080430,Cobalt(II) carbonate,CAS_RN: 513-79-1,-,-
NS00080467,Calcium thiosulphate,CAS_RN: 10124-41-1,-,-
NS00080471,Aluminium fluoride,CAS_RN: 7784-18-1,-,-
NS00080481,Aluminium ammonium bis(sulphate),CAS_RN: 7784-25-0,-,-
NS00080503,Caesium iodide,CAS_RN: 7789-17-5,-,-
NS00080588,Aluminium triformate,CAS_RN: 7360-53-4,-,-
NS00080611,Lead tetraacetate,CAS_RN: 546-67-8,-,-
NS00080620,Arsenic acid,CAS_RN: 7778-39-4,-,-
NS00080667,Monobasic potassium phosphate,CAS_RN: 7778-77-0,-,-
NS00080764,Silver iodide,CAS_RN: 7783-96-2,-,-
NS00080791,Aluminium orthophosphate,CAS_RN: 7784-30-7,-,-
NS00080860,Magnesium chloride,CAS_RN: 7786-30-3,-,-
NS00080924,Potassium sulfate,CAS_RN: 7778-80-5,-,-
NS00080942,Ammonium thiosulphate,CAS_RN: 7783-18-8,-,-
NS00080965,Diphosphorus pentaoxide,CAS_RN: 1314-56-3,-,-
NS00080974,Silver chloride,CAS_RN: 7783-90-6,-,-
NS00080977,Ammonium sulphite,CAS_RN: 10196-04-0,-,-
NS00080989,Sodium sulphite,CAS_RN: 7757-83-7,-,-
NS00080992,Trilead bis(carbonate) dihydroxide,CAS_RN: 1319-46-6,-,-
NS00081024,Tetrapotassium pyrophosphate,CAS_RN: 7320-34-5,-,-
NS00081066,Silver bromide,CAS_RN: 7785-23-1,-,-
NS00081161,Calcium metasilicate,CAS_RN: 10101-39-0,-,-
NS00081173,"Silicic acid, aluminum calcium sodium salt",CAS_RN: 1344-01-0,-,-
NS00081308,Cadmium oxide,CAS_RN: 1306-19-0,-,-
NS00081344,Dipotassium peroxodisulphate,CAS_RN: 7727-21-1,-,-
NS00081351,Cadmium telluride,CAS_RN: 1306-25-8,-,-
NS00081371,Dipotassium hydrogenorthophosphate,CAS_RN: 7758-11-4,-,-
NS00081390,Molybdenum trioxide,CAS_RN: 1313-27-5,-,-
NS00081395,Tin dichloride,CAS_RN: 7772-99-8,-,-
NS00081401,Sodium sulphate,CAS_RN: 7757-82-6,-,-
